Date,Time,local,visit,g_loc,g_vis,m_loc,m_vis,PossH,PossA,TSH,TSA,On_TargetH,On_TargetA,Off_TargetH,Off_TargetA,BlockedH,BlockedA,PassingpcH,PassingpcA,ClearCutChancesH,ClearCutChancesA,CornersH,CornersA,OffsidesH,OffsidesA,TacklespcH,TacklespcA,AerialDuelspcH,AerialDuelspcA,SavesH,SavesA,FoulsCommittedH,FoulsCommittedA,FoulsWonH,FoulsWonA,YellowCardsH,YellowCardsA,RedCardsH,RedCardsA,Stadium,Attendance,Referee,Assistants,Fourth_official
23/09/2023,20:00,Burnley,Man Utd,0,1,[],[45],61.8,38.2,12.0,11.0,4.0,4.0,5.0,2.0,3.0,5.0,88.4,79.9,1.0,1.0,9.0,5.0,1.0,3.0,46.2,76.9,52.2,47.8,3.0,4.0,6.0,12.0,12.0,6.0,1.0,2.0,0.0,0.0,Turf Moor,21593,Tony Harrington,"Timothy Wood, Richard West",Chris Kavanagh
18/09/2023,19:45,N Forest,Burnley,1,1,[61],[41],46.1,53.9,14.0,10.0,4.0,3.0,5.0,4.0,5.0,3.0,78.9,83.8,0.0,1.0,5.0,4.0,2.0,2.0,69.2,70.0,54.8,45.2,2.0,3.0,16.0,10.0,9.0,16.0,2.0,3.0,0.0,1.0,The City Ground,28958,Robert Jones,"Ian Hussin, Wade Smith",Thomas Bramall
17/09/2023,14:00,"""Bmouth""",Chelsea,0,0,[],[],35.3,64.7,13.0,14.0,4.0,6.0,3.0,6.0,6.0,2.0,78.8,87.5,1.0,1.0,1.0,7.0,1.0,2.0,71.4,55.6,54.5,45.5,6.0,4.0,15.0,20.0,20.0,15.0,1.0,5.0,0.0,0.0,Vitality Stadium,10421,David Coote,"Mark Scholes, Timothy Wood",Tim Robinson
17/09/2023,16:30,Everton,Arsenal,0,1,[],[69],26.0,74.0,8.0,13.0,1.0,4.0,3.0,3.0,4.0,6.0,67.2,89.1,0.0,0.0,1.0,11.0,1.0,4.0,68.4,88.9,52.6,47.4,3.0,1.0,12.0,10.0,8.0,12.0,1.0,1.0,0.0,0.0,Goodison Park,39217,Simon Hooper,"Simon Long, Adrian Holmes",Anthony Taylor
16/09/2023,24:30,Wolves,Liverpool,1,3,[7],"[55, 85, 90]",34.2,65.8,11.0,16.0,2.0,6.0,7.0,7.0,2.0,3.0,80.7,87.5,0.0,4.0,4.0,4.0,1.0,0.0,68.2,66.7,38.9,61.1,3.0,1.0,10.0,4.0,4.0,9.0,1.0,3.0,0.0,0.0,Molineux,31257,Michael Oliver,"Daniel Cook, Stuart Burt",Tim Robinson
16/09/2023,15:00,A Villa,C Palace,3,1,"[87, 90, 90]",[47],66.7,33.3,16.0,6.0,5.0,3.0,5.0,2.0,6.0,1.0,86.4,74.6,1.0,3.0,4.0,2.0,1.0,0.0,42.3,56.5,64.7,35.3,2.0,2.0,13.0,9.0,9.0,13.0,5.0,3.0,0.0,0.0,Villa Park,40809,Darren England,"Akil Howson, Simon Bennett",Steve Martin
16/09/2023,15:00,Fulham,Luton,1,0,[65],[],77.6,22.4,13.0,7.0,2.0,2.0,5.0,4.0,6.0,1.0,90.6,67.6,1.0,3.0,6.0,2.0,0.0,1.0,52.9,65.0,38.7,61.3,2.0,1.0,6.0,14.0,13.0,6.0,2.0,2.0,0.0,0.0,Craven Cottage,24467,Michael Salisbury,"Richard West, Steven Meredith",Josh Smith
16/09/2023,15:00,Man Utd,Brighton,1,3,[73],"[20, 53, 71]",43.9,56.1,14.0,10.0,4.0,8.0,4.0,2.0,6.0,0.0,85.5,91.1,1.0,3.0,8.0,1.0,4.0,1.0,62.5,47.4,16.7,83.3,5.0,3.0,8.0,9.0,9.0,8.0,2.0,2.0,0.0,0.0,Old Trafford,73592,Jarred Gillet,"Darren Cann, Neil Davies",Simon Hooper
16/09/2023,15:00,Tottenham,Sheff Utd,2,1,"[90, 90]",[73],70.1,29.9,28.0,7.0,10.0,5.0,9.0,1.0,9.0,1.0,87.9,68.8,3.0,1.0,15.0,2.0,2.0,3.0,41.2,45.5,42.1,57.9,4.0,8.0,13.0,14.0,12.0,11.0,6.0,5.0,0.0,1.0,Tottenham Hotspur Stadium,61706,Peter Bankes,"Nick Greenhalgh, Edward Smart",David Webb
16/09/2023,15:00,West Ham,Man City,1,3,[36],"[46, 76, 86]",31.6,68.4,6.0,29.0,3.0,15.0,2.0,5.0,1.0,9.0,86.3,92.8,2.0,7.0,4.0,11.0,1.0,0.0,64.3,63.6,60.0,40.0,10.0,2.0,7.0,11.0,11.0,7.0,3.0,2.0,0.0,0.0,London Stadium,62475,Andy Madley,"Nicholas Hopton, Harry Lennard",Thomas Bramall
16/09/2023,17:30,Newcastle,Brentford,1,0,[64],[],56.3,43.7,9.0,11.0,2.0,2.0,5.0,4.0,2.0,5.0,78.2,72.2,1.0,1.0,8.0,3.0,0.0,1.0,75.0,63.3,53.5,46.5,2.0,1.0,8.0,12.0,12.0,8.0,3.0,5.0,0.0,0.0,"""St James Park",51670,Craig Pawson,"Lee Betts, Marc Perry",Tony Harrington
3/09/2023,14:00,C Palace,Wolves,3,2,"[56, 84, 78]","[65, 90]",42.9,57.1,16.0,12.0,11.0,4.0,4.0,6.0,1.0,2.0,79.6,83.6,3.0,2.0,4.0,2.0,1.0,2.0,54.2,69.2,48.0,52.0,2.0,7.0,12.0,12.0,10.0,10.0,1.0,3.0,0.0,0.0,Selhurst Park,24741,Robert Jones,"Wade Smith, Ian Hussin",Thomas Bramall
3/09/2023,14:00,Liverpool,A Villa,3,0,"[3, 22, 55]",[],63.7,36.3,17.0,9.0,4.0,3.0,10.0,6.0,3.0,0.0,91.5,81.4,4.0,0.0,7.0,3.0,6.0,1.0,64.3,40.0,80.0,20.0,3.0,2.0,12.0,7.0,7.0,12.0,0.0,1.0,0.0,0.0,Anfield,50109,Simon Hooper,"Simon Long, Adrian Holmes",Tony Harrington
3/09/2023,16:30,Arsenal,Man Utd,3,1,"[28, 90, 90]",[27],54.8,45.2,17.0,10.0,5.0,2.0,4.0,1.0,8.0,7.0,87.2,84.8,2.0,0.0,12.0,3.0,2.0,1.0,72.7,40.0,50.0,50.0,1.0,2.0,8.0,7.0,7.0,8.0,2.0,3.0,0.0,0.0,Emirates Stadium,60192,Anthony Taylor,"Gary Beswick, Lee Betts",Darren Bond
2/09/2023,24:30,Sheff Utd,Everton,2,2,"[33, 45]","[14, 55]",45.4,54.6,13.0,16.0,8.0,6.0,4.0,3.0,1.0,7.0,74.5,76.0,1.0,3.0,4.0,6.0,1.0,2.0,56.3,78.3,51.3,48.7,4.0,6.0,11.0,13.0,13.0,11.0,1.0,2.0,0.0,0.0,Bramall Lane,31124,Andy Madley,"Nicholas Hopton, Harry Lennard",Jeremy Simpson
2/09/2023,15:00,Brentford,"""Bmouth""",2,2,"[7, 90]","[30, 77]",61.1,38.9,21.0,12.0,7.0,5.0,11.0,5.0,3.0,2.0,83.1,72.3,4.0,2.0,5.0,2.0,1.0,1.0,68.2,45.5,60.5,39.5,3.0,6.0,6.0,13.0,12.0,6.0,1.0,2.0,0.0,0.0,Gtech Community Stadium,16973,Robert Madley,"Marc Perry, Steven Meredith",
2/09/2023,15:00,Burnley,Tottenham,2,5,"[4, 90]","[16, 63, 66, 45, 54]",46.1,53.9,16.0,21.0,4.0,11.0,6.0,3.0,6.0,7.0,80.5,86.7,2.0,3.0,7.0,4.0,2.0,1.0,59.3,68.4,47.1,52.9,6.0,3.0,15.0,9.0,9.0,15.0,4.0,3.0,0.0,0.0,Turf Moor,21750,Darren England,"Dan Robathan, Simon Bennett",James Bell
2/09/2023,15:00,Chelsea,N Forest,0,1,[],[48],76.1,23.9,21.0,7.0,2.0,3.0,6.0,4.0,13.0,0.0,88.6,62.2,2.0,1.0,8.0,0.0,2.0,3.0,43.8,47.8,64.9,35.1,2.0,2.0,10.0,9.0,9.0,10.0,3.0,4.0,0.0,0.0,Stamford Bridge,39820,Tim Robinson,"Richard West, Derek Eaton",Anthony Taylor
2/09/2023,15:00,Man City,Fulham,5,1,"[31, 45, 58, 70, 90]",[33],67.9,32.1,7.0,6.0,5.0,4.0,1.0,1.0,1.0,1.0,89.5,81.0,1.0,2.0,4.0,5.0,1.0,1.0,58.8,81.8,57.1,42.9,3.0,0.0,12.0,12.0,11.0,11.0,2.0,4.0,0.0,0.0,Etihad Stadium,52899,Michael Oliver,"Daniel Cook, Stuart Burt",Michael Salisbury
2/09/2023,17:30,Brighton,Newcastle,3,1,"[27, 65, 70]",[90],55.8,44.2,15.0,9.0,6.0,2.0,5.0,4.0,4.0,3.0,89.7,84.3,0.0,1.0,5.0,3.0,5.0,0.0,37.5,50.0,70.6,29.4,2.0,4.0,14.0,17.0,17.0,14.0,4.0,4.0,0.0,0.0,Amex Stadium,31620,Stuart Attwell,"James Mainwaring, Constantine Hatzidakis",Craig Pawson
1/09/2023,20:00,Luton,West Ham,1,2,[90],"[37, 85]",38.8,61.2,16.0,9.0,1.0,3.0,10.0,4.0,5.0,2.0,72.7,83.3,3.0,2.0,9.0,6.0,0.0,6.0,85.7,63.6,52.5,47.5,1.0,0.0,8.0,13.0,11.0,7.0,1.0,1.0,0.0,0.0,Kenilworth Road,10802,Paul Tierney,"Neil Davies, Scott Ledger",Craig Pawson
27/08/2023,14:00,Burnley,A Villa,1,3,[47],"[8, 20, 61]",56.9,43.1,9.0,16.0,2.0,6.0,6.0,4.0,1.0,6.0,88.9,83.7,1.0,4.0,4.0,6.0,5.0,1.0,40.0,73.3,55.6,44.4,3.0,1.0,12.0,11.0,8.0,12.0,2.0,0.0,0.0,0.0,Turf Moor,21591,Michael Salisbury,"Ian Hussin, Derek Eaton",Anthony Taylor
27/08/2023,14:00,Sheff Utd,Man City,1,2,[85],"[63, 88]",20.5,79.5,6.0,30.0,2.0,9.0,4.0,13.0,0.0,8.0,68.0,92.3,1.0,3.0,1.0,12.0,1.0,2.0,63.6,66.7,33.3,66.7,7.0,0.0,11.0,2.0,2.0,9.0,4.0,0.0,0.0,0.0,Bramall Lane,31336,Jarred Gillet,"Darren Cann, Simon Bennett",David Coote
27/08/2023,16:30,Newcastle,Liverpool,1,2,[25],"[28, 81]",60.0,40.0,23.0,9.0,8.0,4.0,11.0,3.0,4.0,2.0,86.1,79.9,0.0,1.0,5.0,9.0,0.0,1.0,63.2,58.3,52.9,47.1,2.0,7.0,16.0,10.0,10.0,15.0,1.0,2.0,0.0,1.0,"""St James Park",52214,John Brooks,"Lee Betts, Akil Howson",Craig Pawson
26/08/2023,24:30,"""Bmouth""",Tottenham,0,2,[],"[17, 63]",43.1,56.9,11.0,17.0,3.0,6.0,5.0,7.0,3.0,4.0,79.8,88.8,0.0,4.0,6.0,2.0,3.0,0.0,47.1,63.6,60.0,40.0,4.0,3.0,18.0,11.0,11.0,16.0,1.0,3.0,0.0,0.0,Vitality Stadium,10567,Tim Robinson,"Timothy Wood, Mark Scholes",Geoff Eltringham
26/08/2023,15:00,Arsenal,Fulham,2,2,"[70, 72]","[1, 83]",71.1,28.9,19.0,8.0,11.0,3.0,5.0,3.0,3.0,2.0,90.3,71.5,3.0,1.0,8.0,3.0,4.0,1.0,57.1,55.6,39.1,60.9,1.0,8.0,6.0,5.0,5.0,5.0,0.0,4.0,0.0,1.0,Emirates Stadium,59961,Paul Tierney,"Neil Davies, Scott Ledger",Thomas Bramall
26/08/2023,15:00,Brentford,C Palace,1,1,[18],[76],59.8,40.2,12.0,15.0,1.0,5.0,4.0,4.0,7.0,6.0,84.7,81.3,1.0,0.0,8.0,6.0,2.0,2.0,66.7,45.0,54.1,45.9,4.0,0.0,9.0,15.0,15.0,9.0,0.0,0.0,0.0,0.0,Gtech Community Stadium,16997,Peter Bankes,"James Mainwaring, Nick Greenhalgh",Matt Donohue
26/08/2023,15:00,Everton,Wolves,0,1,[],[87],46.8,53.2,15.0,11.0,7.0,2.0,6.0,5.0,2.0,4.0,82.0,83.9,4.0,2.0,7.0,0.0,1.0,1.0,61.5,55.6,58.3,41.7,2.0,7.0,10.0,14.0,14.0,10.0,3.0,4.0,0.0,0.0,Goodison Park,38851,Craig Pawson,"Steven Meredith, Marc Perry",James Linington
26/08/2023,15:00,Man Utd,N Forest,3,2,"[17, 52, 76]","[2, 4]",66.3,33.7,18.0,9.0,9.0,4.0,5.0,3.0,4.0,2.0,86.0,72.2,4.0,1.0,11.0,3.0,3.0,2.0,60.0,68.4,34.4,65.6,2.0,7.0,13.0,11.0,11.0,13.0,4.0,4.0,0.0,1.0,Old Trafford,73595,Stuart Attwell,"Constantine Hatzidakis, Harry Lennard",Michael Salisbury
26/08/2023,17:30,Brighton,West Ham,1,3,[81],"[19, 58, 63]",78.0,22.0,25.0,12.0,10.0,7.0,5.0,4.0,10.0,1.0,89.2,67.8,1.0,3.0,17.0,4.0,1.0,2.0,50.0,73.3,50.0,50.0,4.0,9.0,10.0,9.0,9.0,10.0,1.0,3.0,0.0,0.0,Amex Stadium,31508,Anthony Taylor,"Adrian Holmes, Gary Beswick",Sam Allison
25/08/2023,20:00,Chelsea,Luton,3,0,"[17, 68, 75]",[],67.2,32.8,19.0,11.0,8.0,1.0,6.0,5.0,5.0,5.0,92.3,78.4,4.0,0.0,6.0,4.0,0.0,0.0,60.0,55.6,70.0,30.0,1.0,5.0,15.0,12.0,11.0,15.0,2.0,3.0,0.0,0.0,Stamford Bridge,39893,Robert Jones,"Stuart Burt, Wade Smith",Peter Bankes
21/08/2023,20:00,C Palace,Arsenal,0,1,[],[53],46.9,53.1,14.0,14.0,2.0,3.0,5.0,7.0,7.0,4.0,86.4,86.3,1.0,2.0,1.0,8.0,0.0,2.0,71.4,50.0,51.9,48.1,2.0,2.0,14.0,10.0,10.0,13.0,2.0,1.0,0.0,1.0,Selhurst Park,24189,David Coote,"Wade Smith, Marc Perry",Thomas Bramall
20/08/2023,14:00,A Villa,Everton,4,0,"[18, 24, 51, 75]",[],60.4,39.6,13.0,9.0,7.0,2.0,4.0,3.0,2.0,4.0,89.6,81.4,2.0,1.0,7.0,6.0,1.0,1.0,55.6,71.4,55.6,44.4,2.0,3.0,8.0,12.0,12.0,8.0,3.0,4.0,0.0,0.0,Villa Park,41694,Anthony Taylor,"Gary Beswick, Adam Nunn",Robert Madley
20/08/2023,16:30,West Ham,Chelsea,3,1,"[7, 67, 53]",[28],24.3,75.7,12.0,17.0,6.0,4.0,3.0,9.0,3.0,4.0,69.2,88.0,1.0,0.0,3.0,9.0,3.0,2.0,42.9,68.8,35.5,64.5,3.0,3.0,12.0,9.0,9.0,12.0,2.0,3.0,1.0,0.0,London Stadium,62470,John Brooks,"Lee Betts, Akil Howson",Craig Pawson
19/08/2023,15:00,Fulham,Brentford,0,3,[],"[44, 66, 90]",54.6,45.4,10.0,17.0,2.0,8.0,4.0,7.0,4.0,2.0,83.5,83.1,0.0,2.0,5.0,5.0,1.0,4.0,90.0,69.2,50.0,50.0,5.0,2.0,13.0,12.0,12.0,13.0,2.0,2.0,1.0,0.0,Craven Cottage,24236,Darren Bond,"Darren Cann, Scott Ledger",Tony Harrington
19/08/2023,15:00,Liverpool,"""Bmouth""",3,1,"[27, 36, 58]",[3],64.7,35.3,26.0,13.0,10.0,5.0,8.0,7.0,8.0,1.0,86.0,72.6,0.0,2.0,10.0,2.0,1.0,3.0,73.3,61.1,64.5,35.5,4.0,8.0,11.0,13.0,13.0,10.0,1.0,3.0,1.0,0.0,Anfield,49699,Thomas Bramall,"Simon Bennett, Dan Robathan",Steve Martin
19/08/2023,15:00,Wolves,Brighton,1,4,[61],"[15, 46, 51, 55]",46.4,53.6,16.0,16.0,5.0,8.0,6.0,5.0,5.0,3.0,84.2,88.0,3.0,5.0,5.0,3.0,4.0,7.0,75.0,68.0,50.0,50.0,4.0,4.0,14.0,11.0,10.0,14.0,3.0,6.0,1.0,0.0,Molineux,31317,Andy Madley,"Nicholas Hopton, James Mainwaring",Dean Whitestone
19/08/2023,17:30,Tottenham,Man Utd,2,0,"[49, 83]",[],55.7,44.3,17.0,22.0,6.0,6.0,7.0,7.0,4.0,9.0,85.3,82.8,2.0,4.0,5.0,6.0,1.0,4.0,60.0,50.0,23.1,76.9,6.0,5.0,9.0,8.0,8.0,9.0,1.0,3.0,0.0,0.0,Tottenham Hotspur Stadium,61910,Michael Oliver,"Stuart Burt, Daniel Cook",John Brooks
19/08/2023,20:00,Man City,Newcastle,1,0,[31],[],58.7,41.3,14.0,7.0,4.0,1.0,3.0,2.0,7.0,4.0,89.3,86.4,1.0,0.0,3.0,0.0,1.0,4.0,63.6,40.0,33.3,66.7,1.0,3.0,13.0,11.0,11.0,13.0,1.0,5.0,0.0,0.0,Etihad Stadium.,,Robert Jones,"Ian Hussin, Adrian Holmes",Anthony Taylor
18/08/2023,19:45,N Forest,Sheff Utd,2,1,"[3, 89]",[48],49.9,50.1,16.0,7.0,4.0,3.0,7.0,3.0,5.0,1.0,78.7,75.1,1.0,0.0,6.0,7.0,3.0,2.0,55.0,68.2,60.8,39.2,2.0,2.0,5.0,9.0,9.0,5.0,2.0,3.0,0.0,0.0,The City Ground,29432,Peter Bankes,"Nick Greenhalgh, Harry Lennard",Andy Madley
14/08/2023,20:00,Man Utd,Wolves,1,0,[76],[],51.0,49.0,15.0,23.0,3.0,6.0,4.0,7.0,8.0,10.0,82.4,80.9,2.0,1.0,8.0,7.0,1.0,3.0,61.1,43.5,29.2,70.8,6.0,2.0,15.0,10.0,10.0,14.0,2.0,3.0,0.0,0.0,Old Trafford,73358,Simon Hooper,"Adrian Holmes, Simon Long",Darren Bond
13/08/2023,14:00,Brentford,Tottenham,2,2,"[26, 36]","[11, 45]",30.4,69.6,11.0,18.0,6.0,6.0,2.0,6.0,3.0,6.0,76.8,89.7,3.0,1.0,3.0,6.0,1.0,0.0,52.9,62.5,55.6,44.4,4.0,4.0,12.0,13.0,13.0,11.0,1.0,4.0,0.0,0.0,Gtech Community Stadium,17066,Robert Jones,"Wade Smith, Ian Hussin",Jarred Gillet
13/08/2023,16:30,Chelsea,Liverpool,1,1,[37],[18],64.9,35.1,10.0,13.0,4.0,1.0,4.0,7.0,2.0,5.0,87.4,79.8,5.0,2.0,4.0,4.0,3.0,5.0,69.2,47.4,66.7,33.3,0.0,4.0,5.0,13.0,13.0,5.0,3.0,3.0,0.0,0.0,Stamford Bridge,40096,Anthony Taylor,"Adam Nunn, Gary Beswick",David Coote
12/08/2023,24:30,Arsenal,N Forest,2,1,"[26, 32]",[82],78.3,21.7,15.0,6.0,7.0,2.0,3.0,3.0,5.0,1.0,90.1,68.5,0.0,2.0,8.0,3.0,2.0,1.0,78.9,58.8,37.5,62.5,1.0,5.0,12.0,12.0,12.0,12.0,2.0,2.0,0.0,0.0,Emirates Stadium,59984,Michael Oliver,"Stuart Burt, Daniel Cook",
12/08/2023,15:00,"""Bmouth""",West Ham,1,1,[82],[51],62.9,37.1,14.0,16.0,5.0,3.0,6.0,9.0,3.0,4.0,81.8,67.8,1.0,1.0,10.0,4.0,0.0,2.0,35.3,63.3,35.6,64.4,1.0,4.0,9.0,14.0,12.0,9.0,1.0,4.0,0.0,0.0,Vitality Stadium.,,Peter Bankes,"Nick Greenhalgh, Dan Robathan",
12/08/2023,15:00,Brighton,Luton,4,1,"[36, 71, 85, 90]",[81],71.3,28.7,27.0,9.0,12.0,3.0,10.0,4.0,5.0,2.0,91.0,71.2,4.0,1.0,6.0,7.0,2.0,3.0,76.9,70.6,37.5,62.5,2.0,8.0,11.0,12.0,12.0,9.0,2.0,2.0,0.0,0.0,Amex Stadium,31872,David Coote,"Mark Scholes, Timothy Wood",John Busby
12/08/2023,15:00,Everton,Fulham,0,1,[],[73],40.6,59.4,19.0,9.0,9.0,2.0,6.0,6.0,4.0,1.0,78.7,84.5,3.0,1.0,10.0,4.0,6.0,3.0,46.2,40.0,37.5,62.5,1.0,9.0,12.0,6.0,6.0,12.0,0.0,2.0,0.0,0.0,Goodison Park,39940,Stuart Attwell,"James Mainwaring, Constantine Hatzidakis",Anthony Taylor
12/08/2023,15:00,Sheff Utd,C Palace,0,1,[],[49],32.2,67.8,8.0,24.0,1.0,8.0,4.0,8.0,3.0,8.0,61.8,82.9,0.0,2.0,5.0,5.0,2.0,2.0,50.0,42.9,29.5,70.5,7.0,1.0,18.0,11.0,11.0,18.0,3.0,0.0,0.0,0.0,Bramall Lane,31194,John Brooks,"Lee Betts, Akil Howson",Sam Allison
12/08/2023,17:30,Newcastle,A Villa,5,1,"[6, 16, 58, 77, 90]",[11],52.6,47.4,17.0,16.0,13.0,6.0,2.0,7.0,2.0,3.0,85.3,85.5,8.0,1.0,6.0,5.0,2.0,0.0,56.3,76.9,45.5,54.5,5.0,7.0,12.0,17.0,16.0,12.0,4.0,4.0,0.0,0.0,"""St James Park",52207,Andy Madley,"Nicholas Hopton, Richard West",Graham Scott
11/08/2023,20:00,Burnley,Man City,0,3,[],"[4, 36, 75]",34.4,65.6,6.0,17.0,1.0,8.0,3.0,4.0,2.0,5.0,79.5,89.8,0.0,2.0,6.0,5.0,0.0,1.0,66.7,70.6,50.0,50.0,5.0,1.0,11.0,8.0,8.0,11.0,0.0,0.0,1.0,0.0,Turf Moor,21572,Craig Pawson,"Steven Meredith, Simon Bennett",Graham Scott
17/12/2023,14:00,Arsenal,Brighton,2,0,"[53, 87]",[],48.8,51.2,26,6,9,1,8,3,9.1,2,89.7,90,4,1.1,10,1.2,1.3,1.4,58.3,38.9,44.4,55.6,1.5,6.1,11,9.2,9.3,10.1,1.6,3.1,0,0.1,Emirates Stadium,60257,Tim Robinson,Darren Bond,Paul Tierney
